OBJECTID,GEO,GEOID,NAME,DATE,POSITIVE,POS_NEW,POS_7DAYAVG,NEGATIVE,NEG_NEW,NEG_7DAYAVG,DEATHS,DTH_NEW,DTH_7DAYAVG,TEST_NEW,TEST_7DAYAVG,HOSP_YES,HOSP_NO,HOSP_UNK,POP,POP_MOE,PCT_POP_65,PCT_SMK,PCT_COPD,PCT_CVD,PCT_DIAB,POP_65_WI,SMK_WI,COPD_WI,CVD_WI,DIAB_WI,ShapeSTArea,ShapeSTLength
4547,County,55073,Marathon,2021/05/01 19:00:00+00,14528,12,19.43,53683,32,75.71,186,0,0.14,44,95.14,680,11525,2323,135264,,17.1313854,19.02095822,5.2381413,9.1850309,9.36457612,16.96037624,17.6,5.3,7.7,8.9,8136851424.80859,380326.051886703
4548,County,55131,Washington,2021/05/01 19:00:00+00,14564,8,13.43,57384,57,78.71,151,1,0.71,65,92.14,496,4625,9443,134535,,17.58398644,15.58052681,3.1170301,7.57901086,6.92660336,16.96037624,17.6,5.3,7.7,8.9,2136042605.42969,191060.862299458
4549,County,55063,La Crosse,2021/05/01 19:00:00+00,12702,22,12.14,57668,104,84,81,0,0.14,126,96.14,403,2999,9300,117850,,17.26737258,15.54077866,3.43153191,5.11949414,6.45421565,16.96037624,17.6,5.3,7.7,8.9,2395109885.23828,223679.773903047
4558,County,55059,Kenosha,2021/05/01 19:00:00+00,15492,19,16.29,77197,115,109.71,306,0,0,134,126,929,5374,9189,168330,,13.65087291,19.93967101,6.2667304,9.03203128,7.88875491,16.96037624,17.6,5.3,7.7,8.9,1330533450.07812,167453.514839121
4559,County,55105,Rock,2021/05/01 19:00:00+00,15797,49,45.71,78821,129,117.29,168,0,0.29,178,163,793,10676,4328,161769,,16.49705176,20.28821246,5.79108365,9.61905138,11.38210431,16.96037624,17.6,5.3,7.7,8.9,3480473693.03906,236911.643053941
4560,County,55139,Winnebago,2021/05/01 19:00:00+00,18037,21,15.71,85738,106,102.57,195,1,0.43,127,118.29,796,8441,8800,169926,,16.4399093,19.27707767,4.44382751,6.41195861,8.24447332,16.96037624,17.6,5.3,7.7,8.9,2903345538.52734,215715.561516527
4561,County,55087,Outagamie,2021/05/01 19:00:00+00,20516,15,17.71,92321,206,133.43,202,0,0,221,151.14,776,12188,7552,184754,,14.85854189,15.37704767,3.11750496,6.53678312,9.05116442,16.96037624,17.6,5.3,7.7,8.9,3272866762,229909.836608016
4563,County,55101,Racine,2021/05/01 19:00:00+00,21499,26,32.43,102381,118,119.71,341,1,0.29,144,152.14,1321,16578,3600,195398,,16.37248374,17.41763508,8.06029014,7.45863345,10.73895045,16.96037624,17.6,5.3,7.7,8.9,1636226363.61719,185702.998602
4565,County,55009,Brown,2021/05/01 19:00:00+00,31391,15,23.29,136441,193,174.14,241,1,0.86,208,197.43,1362,21151,8878,259786,,14.70715902,15.93419057,4.55355953,7.63443514,9.79779928,16.96037624,17.6,5.3,7.7,8.9,2721387258.97266,331857.050826981
4574,County,55133,Waukesha,2021/05/01 19:00:00+00,43557,43,38.57,185455,233,272.86,523,0,0.86,276,311.43,1999,20611,20947,398879,,18.65433146,14.17052622,4.84689171,6.9748383,8.51723936,16.96037624,17.6,5.3,7.7,8.9,2814107356.61719,212117.252527239
4579,County,55025,Dane,2021/05/01 19:00:00+00,44259,43,52.71,343438,458,418.14,302,3,1,501,470.86,1413,24719,18127,529843,,13.85232812,12.30597488,3.02620105,5.15192178,5.57717937,16.96037624,17.6,5.3,7.7,8.9,6008234736.25,317640.121443263
4580,County,55079,Milwaukee,2021/05/01 19:00:00+00,104990,145,120,507473,874,731.43,1298,0,0.71,1019,851.43,7009,59591,38390,954209,,13.37488711,20.53347109,6.1515252,7.50593708,9.81624438,16.96037624,17.6,5.3,7.7,8.9,1174955788.30078,169451.932844148
